clean_text,label,sentiment_score
"the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .",[0],-0.765
", compelling",[1],0.2263
infectiously,[1],0.0
"the picture runs a mere 84 minutes , but it 's no glance .",[1],-0.4215
think of this dog of a movie,[0],0.0
's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,[1],0.8779
those so-so films that could have been much better,[0],0.4404
a passable date film,[1],0.0
imax in short,[1],0.0
i hate it .,[0],-0.5719
's pleasant enough -- and oozing with attractive men,[1],0.7351
"no one involved , save dash , shows the slightest aptitude for acting",[0],0.25
in this wildly uneven movie,[0],0.0
"pokes , provokes , takes expressionistic license",[1],-0.3182
"like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it",[0],-0.1779
"with color and depth , and rather a good time",[1],0.4404
"silly , outrageous , ingenious",[1],-0.4404
being able to hit on a 15-year old when you 're over 100,[0],0.0
"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .",[0],-0.8957
the year 's best and most unpredictable comedy,[1],0.7893
starts off so bad that you feel like running out screaming,[0],-0.6799
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,[0],0.3612
elvira fans could hardly ask for more .,[1],0.0
a good one,[1],0.4404
", plodding picture",[0],0.0
"the character dramas , which never reach satisfying conclusions",[0],-0.3724
lost in the translation this time,[0],-0.3182
speak for it while it forces you to ponder anew what a movie can be,[1],0.0
enables shafer to navigate spaces both large ... and small ... with considerable aplomb,[1],0.0
a plot cobbled together from largely flat and uncreative moments,[0],0.0
inane and awful,[0],-0.4588
told in scattered fashion,[0],0.0
takes chances that are bold by studio standards,[1],0.5267
"believe it or not , jason actually takes a backseat in his own film to special effects",[0],0.4019
only thing to fear about `` fear dot com '',[0],-0.7506
whole mess,[0],-0.3612
manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor,[1],0.7906
working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,[1],0.128
a résumé loaded with credits like `` girl in bar # 3,[0],0.6124
enjoy the ride,[1],0.4939
very little to add beyond the dark visions already relayed by superb recent predecessors,[0],0.7184
"the , yes , snail-like pacing",[0],0.4019
an extremely unpleasant film .,[0],-0.5256
"if it is n't entirely persuasive , it does give exposure to some talented performers",[1],0.5106
"the whole affair , true story or not , feels incredibly hokey ...",[0],0.4215
are all things we 've seen before,[0],0.0
poignant and leavened,[1],0.0
breathless anticipation,[1],0.1027
significantly better,[1],0.4404
as predictable as the tides,[0],0.0
bewilderingly brilliant and entertaining,[1],0.7717
it 's smooth and professional,[1],0.0
", unassuming , subordinate",[0],0.0
the horror,[0],-0.5719
a technically superb film,[1],0.6249
the positive change in tone here seems to have recharged him .,[1],0.5574
"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators",[1],0.5106
a dim,[0],0.0
", vicious and absurd",[0],-0.3612
because he acts so goofy all the time,[0],0.0
to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside,[1],0.0
"'s at once laughable and compulsively watchable ,",[1],0.0516
merit its 103-minute length,[1],0.4215
the value and respect for the term epic cinema,[1],0.6705
as a dentist 's waiting room,[0],0.0
showing honest emotions,[1],0.5106
amazingly lame .,[0],-0.4754
confessions may not be a straightforward bio,[0],0.0
seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little,[0],-0.1779
the story is bogus and,[0],0.0
this comic gem is as delightful as it is derivative .,[1],0.5859
to spare wildlife,[1],0.0
ugly as the shabby digital photography,[0],-0.5106
understand the difference between dumb fun and just plain dumb,[0],-0.5106
traditionally structured,[1],0.0
frida is n't that much different from many a hollywood romance .,[0],0.5574
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .,[1],0.34
are worth the price of admission ... if `` gory mayhem '' is your idea of a good time,[1],0.5859
"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one )",[0],-0.4588
carnage and,[0],0.0
"degraded , handheld blair witch video-cam footage",[0],-0.6486
second fiddle,[0],0.0
about the folly of superficiality that is itself,[0],0.0
"serves as auto-critique , and its clumsiness as its own most damning censure .",[0],-0.4005
tedious norwegian offering which somehow snagged an oscar nomination .,[0],0.0
", esther kahn is unusual but unfortunately also irritating .",[0],-0.7964
a stylish exercise,[1],0.0
halfway through this picture i was beginning to hate it,[0],-0.5719
a setup so easy it borders on facile,[0],0.5777
a thoroughly awful movie,[0],-0.5095
takes hold and grips hard,[1],-0.1027
"look smeary and blurry , to the point of distraction",[0],-0.4588
the picture 's fascinating byways,[1],0.5423
"guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves",[0],0.0
"breezy , distracted rhythms",[0],-0.34
than this mess,[0],-0.3612
"evanescent , seamless and sumptuous stream",[1],0.0
slick and manufactured to claim street credibility .,[1],0.0
"take care is nicely performed by a quintet of actresses ,",[1],0.7269
valuable messages,[1],0.4767
in no small part thanks to lau,[1],0.1779
two guys who desperately want to be quentin tarantino when they grow up,[0],-0.3182
no new plot conceptions,[0],-0.296
essentially a collection of bits --,[0],0.0
does n't bode well for the rest of it,[0],-0.2057
elevated by it -- the kind of movie,[1],0.0
usual worst,[0],-0.6249
"hugh grant , who has a good line in charm",[1],0.7964
arrive early and stay late,[1],0.0
"is a pan-american movie , with moments of genuine insight into the urban heart .",[1],0.6369
i could have used my two hours better watching being john malkovich again .,[0],0.4404
"shot in artful , watery tones of blue , green and brown",[1],0.0
an unorthodox little film noir organized crime story that includes one of the strangest,[1],-0.5423
considerable aplomb,[1],0.0
acted by diane lane and richard gere .,[1],0.0
scant,[0],0.0
an admittedly middling film,[1],0.0
too ludicrous,[0],-0.3612
the rock 's fighting skills are more in line with steven seagal,[1],-0.3612
rich and full,[1],0.5574
"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",[1],0.4588
"that uses a sensational , real-life 19th-century crime as a metaphor for",[1],-0.5423
", home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",[1],0.6705
", the film retains ambiguities that make it well worth watching .",[1],0.4588
ultra-cheesy dialogue,[0],0.0
added depth and resonance,[1],0.0
the sensational,[1],0.0
huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them,[1],0.4404
handsome but unfulfilling suspense drama,[0],0.2732
's not very good either .,[0],-0.3865
in her most charmless,[0],-0.4754
makes an unusual but pleasantly haunting debut behind the camera .,[1],0.3612
"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",[1],0.802
"everything about girls ca n't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",[0],-0.3412
the cast is spot on and,[1],0.0
ugly digital video,[0],-0.5106
can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history,[1],0.6908
rather choppy,[0],0.0
becomes one more dumb high school comedy about sex gags and prom dates,[0],-0.2716
demands and receives excellent performances,[1],0.5719
"xxx is a blast of adrenalin ,",[1],0.0
pure escapism,[1],0.0
create a film that 's not merely about kicking undead ***,[1],0.2732
about love and culture,[1],0.6369
is worse :,[0],-0.4767
horrifying,[0],-0.5719
mourns her tragedies in private,[0],-0.743
the action scenes are poorly delivered,[0],0.0
it 's so bad,[0],-0.6696
so bad,[0],-0.5849
", 84 minutes is short",[1],0.0
"dabbles all around , never gaining much momentum",[0],-0.3252
a masterpiece,[1],0.6249
"a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth",[1],0.7783
does n't leave you with much .,[0],0.0382
good acting,[1],0.4404
"like most of jaglom 's films , some of it is honestly affecting",[1],0.6705
"marivaux 's rhythms , and mira sorvino 's limitations as a classical actress",[0],0.0
is less successful on other levels,[0],0.5434
's still quite worth seeing,[1],0.2944
intelligent and moving .,[1],0.4588
he appears miserable throughout as he swaggers through his scenes,[0],-0.4939
men,[1],0.0
accomplish what few sequels can,[1],0.4215
"a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker",[0],0.5719
"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening",[0],-0.6202
"exhilarating , funny and fun .",[1],0.836
bound to appeal to women looking for a howlingly trashy time,[1],0.0
", it never quite makes the grade as tawdry trash .",[0],0.0
has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .,[1],0.8442
"endearing , caring",[1],0.4939
"seagal , who looks more like danny aiello these days",[1],0.4201
"enactments , however fascinating they may be as history , are too crude to serve the work especially well .",[0],0.2944
"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker",[1],0.321
the dehumanizing and ego-destroying process,[0],-0.5267
taboo subject matter,[0],0.0258
see this,[1],0.0
utterly incompetent conclusion,[0],-0.5256
has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ...,[1],0.743
you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her,[1],-0.296
run for cover,[0],0.0
low budget,[0],-0.2732
a deceptively casual ode,[1],0.2023
"walked out muttering words like `` horrible '' and `` terrible , ''",[0],-0.6249
help chicago make the transition from stage to screen with considerable appeal intact,[1],0.5829
you have ellen pompeo sitting next to you for the ride,[1],0.0
a giant step backward,[0],0.0
true fans,[1],0.4215
just copies,[0],0.0
quite rich and exciting,[1],0.8104
luminous interviews and amazingly evocative film from three decades ago,[1],0.0
"from lynch , jeunet , and von trier while failing to find a spark of its own",[0],-0.34
", you ca n't help but get caught up in the thrill of the company 's astonishing growth .",[1],0.7202
this frozen tundra soap opera,[0],0.0
a showdown,[1],0.0
is simply too overdone,[0],0.0
greatly,[1],0.0
free,[1],0.5106
intriguing species,[1],0.0
try and evade,[0],0.0
"scherfig , who has had a successful career in tv",[1],0.5859
watching it leaves you giddy,[1],-0.1531
"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses .",[1],0.8399
far tamer,[0],0.0
outrageously creative action,[1],0.1779
the most purely enjoyable and satisfying evenings,[1],0.774
is never any question of how things will turn out,[0],0.0
only open new wounds,[0],0.0
despite suffering a sense-of-humour failure,[0],-0.1891
for a story,[1],0.0
in addition to hoffman 's powerful acting clinic,[1],0.4215
right stuff,[1],0.0
the wonderful cinematography and naturalistic acting,[1],0.5719
high-concept films,[1],0.0
sleepwalk through vulgarities in a sequel you can refuse,[0],-0.296
with no reason for being,[0],-0.296
"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be .",[0],-0.4754
"invigorating , surreal , and resonant",[1],0.4767
"the chateau , a sense of light-heartedness , that makes it attractive throughout",[1],0.4404
have a passion for the material,[1],0.4588
"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .",[1],0.5157
a movie that ca n't get sufficient distance from leroy 's,[0],0.0
romanticized rendering,[1],0.2263
is terrific as rachel,[1],0.4767
of special effects that run the gamut from cheesy to cheesier to cheesiest,[0],0.4019
the worst film a man has made about women since valley of the dolls,[0],-0.6249
"come , already having been recycled more times than i 'd care to count",[0],0.4939
with awe,[1],0.0
joyous romp of a film .,[1],0.6249
a nonstop hoot,[1],0.0
", partisans and sabotage",[0],-0.5267
gory as the scenes of torture and self-mutilation,[0],-0.5994
just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart,[1],0.6369
"ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",[1],0.3818
the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,[0],0.3016
"this obscenely bad dark comedy , so crass",[0],-0.25
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation,[1],-0.128
exciting and,[1],0.4939
schticky,[0],0.0
and in the best way,[1],0.6369
of our most flamboyant female comics,[1],0.0
squareness that would make it the darling of many a kids-and-family-oriented cable channel,[1],0.5859
"( less a movie than ) an appalling , odoriferous thing ... so",[0],-0.3612
this film special,[1],0.4019
of the amazing spider-man,[1],0.5859
the stomach-turning violence,[0],-0.6249
could use a little more humanity,[0],0.0
not everything,[0],0.0
"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover .",[1],0.6369
a slow-moving police-procedural thriller,[0],0.1027
a bad idea from frame one,[0],-0.5423
"terrific , sweaty-palmed fun",[1],0.7506
very funny joke,[1],0.688
volletta wallace 's maternal fury,[0],-0.5719
complex story,[1],0.0
atop wooden dialogue,[0],0.0
that it progresses in such a low-key manner that it risks monotony,[0],-0.2732
be burns 's strongest film since the brothers mcmullen,[1],0.4404
ca n't miss it,[1],0.1139
dover kosashvili 's outstanding feature debut so potent,[1],0.6124
of the best short story writing,[1],0.6369
it seeks excitement in manufactured high drama,[0],0.4939
feeble comedy .,[0],0.0772
an insult to every family,[0],-0.5106
it is essentially empty,[0],-0.2023
of the film 's problems,[0],-0.4019
makes my big fat greek wedding look like an apartheid drama,[0],0.3612
is not even half the interest .,[0],0.4588
never achieve the popularity of my big fat greek wedding,[0],-0.3724
`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era,[1],0.0
"right now , they 're merely signposts marking the slow , lingering death of imagination .",[0],-0.5994
appealing character quirks to forgive that still serious problem,[1],-0.2263
"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?",[0],0.34
the energy it takes to describe how bad it is,[0],-0.34
wait to see it then .,[0],0.0
could easily be called the best korean film of 2002,[1],0.765
largest-ever historical canvas,[1],0.0
"a solid cast , assured direction and complete lack of modern day irony .",[1],0.1531
comatose ballerinas,[0],0.0
oh-so-important,[1],0.0
"of the road , where the thematic ironies are too obvious and the sexual politics too smug",[0],0.2023
formulaic equations,[0],0.0
"'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived",[1],0.872
deserve a passing grade,[1],0.0
you 're gon na like this movie .,[1],0.3612
"simply stupid , irrelevant",[0],-0.5267
weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .,[1],-0.2732
a heavy-handed indictment of parental failings and,[0],-0.4939
felt performances across the board .,[1],0.0
seem weird and distanced,[0],-0.1779
has finally made a movie that is n't just offensive,[1],0.357
casual and fun,[1],0.6249
plodding mess,[0],-0.3612
"the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .",[0],0.1779
the film 's intimate camera work,[1],0.0
you 'll find yourself wishing that you and they were in another movie .,[0],0.2263
of dishonesty,[0],0.0
as bestial,[0],0.0
"as it is a loose collection of not-so-funny gags , scattered moments of lazy humor",[0],-0.4019
", they prove more distressing than suspenseful .",[0],-0.4576
crackles,[1],0.0
a fairly revealing study of its two main characters,[1],0.0
"high drama , disney-style",[1],0.0
"may be more genial than ingenious , but it gets the job done .",[1],0.2609
", good action , good acting , good dialogue , good pace , good cinematography .",[1],0.926
her bully of a husband,[0],-0.4939
gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story .,[0],0.0
the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters,[0],-0.4767
"oozing , chilling and heart-warming",[1],-0.0258
stale retread,[0],0.0
filming the teeming life on the reefs,[1],0.0
an already thin story boils down to surviving invaders seeking an existent anti-virus .,[0],0.296
quite endearing .,[1],0.0
with fewer gags to break the tedium,[0],0.0
overbearing and,[0],0.0
deep deceptions,[0],0.0
things will turn out okay,[1],0.2263
the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural,[1],-0.25
grand,[1],0.4588
good-natured fun found in films like tremors,[1],0.7003
betters it,[1],0.0
transfixes the audience,[1],0.0
moving and important,[1],0.2023
dope,[1],0.0
an avid interest,[1],0.6369
"blessed with two fine , nuanced lead performances",[1],0.6908
true star,[1],0.4215
"hampered -- no , paralyzed -- by a self-indulgent script ...",[0],-0.296
is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,[0],-0.3875
"is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction",[1],-0.0352
which nurses plot holes gaping enough to pilot an entire olympic swim team through,[0],0.0
that 's both charming and well acted,[1],0.7096
a bad blend,[0],-0.5423
the guy-in-a-dress genre,[1],0.0
director claude chabrol has become the master of innuendo .,[1],0.0
riveting and,[1],0.0
excruciatingly unfunny and pitifully unromantic .,[0],-0.7269
war movies,[0],-0.5994
an inuit masterpiece,[1],0.6249
oscar,[1],0.0
the cliché-laden screenplay,[0],0.0
"girlfriends are bad , wives are worse",[0],-0.765
provide much more insight,[1],0.0
", and as easy to be bored by as your abc 's ,",[0],0.2023
what you wish for,[1],0.4019
fluid and mesmerizing,[1],0.0
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",[1],0.3818
"it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .",[1],0.75
ransacks,[0],0.0
lacks the charisma and ability to carry the film on his admittedly broad shoulders .,[0],0.3182
book report,[0],0.0
leave the theater,[0],-0.0516
spousal abuse,[0],-0.6369
"the director , with his fake backdrops and stately pacing ,",[0],-0.4767
a diverse and astonishingly articulate cast of palestinian and israeli children .,[1],0.0
anyone who suffers through this film,[0],-0.4767
one carried by a strong sense of humanism,[1],0.5106
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",[0],0.0258
another entertaining romp from robert rodriguez .,[1],0.4404
"directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .",[1],0.5267
it 'll probably be in video stores by christmas,[0],0.0
"funny , triumphant ,",[1],0.743
underachiever,[0],0.0
a film of ideas and wry comic mayhem,[1],0.0
of moviegoers for real characters and compelling plots,[1],0.2263
dime-store ruminations,[0],0.0
worth a,[1],0.2263
", reality shows -- reality shows for god 's sake !",[0],0.3382
"whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes .",[0],0.2732
'll cry for your money back,[0],-0.4767
enthralling,[1],0.0
"is worse : the part where nothing 's happening , or the part where something 's happening",[0],-0.4767
"like max rothman 's future , does not work .",[0],0.3612
of quirky characters and an engaging story,[1],0.34
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and",[0],0.4215
"making kahlo 's art a living ,",[1],0.0
bad run,[0],-0.5423
may just end up trying to drown yourself in a lake afterwards .,[0],-0.5719
many pleasures,[1],0.4404
is worth searching out,[1],0.2263
"at this time , with this cast , this movie is hopeless",[0],-0.4588
time bombs,[0],0.0
